sentiment,content
1,new york ft look rather good last night big apple
0,sigh going bed feel right anymore
1,hot music news thanks
1,gcrush thank you guy awesome thing blog tonight grateful
0,hollywoodtv question guy liek famous anything haha miley followed luckkyy im jealous
0,gailmoscoso oo noo thats good
1,jesfive sweeeeet san fran awesome love
0,pageoneresults seo voodoo google cache noarchive hide user
1,scattyjan best cup final today fun
0,he
0,chick fil dinner hopefully feel better head eye killing
1,davidarchie watching video youtube funny david oh talented course
0,brighternoise really
1,great night justine boy westconn people met tonight haha
0,can t go bed sooooo tired
1,doctor anyone wanna somethin bit
1,wishing happy monday wonderful start week make good one
0,joshuardean mii shit list permanent mii dude
1,yeah going makati cinema square dad later haha
0,headed home sea world closed early
1,peacehippie loser baha dude gonna come amp put picture myspace really quick
0,really sad nephew keeping busy sorting item bwm http bit ly ntsm
1,jonas absolutely heartwarming now time bed goodnight jonasbrothers
1,lonely gosforth gallery excited meal six followed antony johnson tonight woohoo
1,watching next day air
0,thecubs cubby even else new matter beat dem bum chicago baseball
1,annadwan excellent good see
0,vivyouell got me that s obviously going wrong
0,well
0,ringram glad u feel like cooking tired
0,mcfly anit age z
0,mosquito truck waking
0,flyykiddangel lmao need shopping partner today
1,zhayrar lol well thank
1,emarketingguru hi uploaded completely new chinese lesson www youtube com chineselearn please feel free watch enjoy
0,msalonen can t get load wanted everyone see quot bette davis eye quot remix video today boooooo
0,plier blow face today mistake killed wrong breaker wire connected plier boom big chunk gone
1,resting ahhhhh feel good
0,holmescnn oh realize well already work today still car ask
0,exhausted
1,woop bought elliot minor album itunes finally working me
0,honza take flight back czech republic morning really going miss him
1,nathanschultze haha that s awesome good job
1,sitting garden mummy also got text boy thought got hint obviously not
0,rainy day philly look like gonna movie night
0,http twitpic com hvr picture last year freshman year miss tho day
1,rossianson invite sent invite collabs too pas word around
0,generaltekno getting rotf toy till much later tell anybody isn t is worth getting
1,forsakendaemon hooray
1,enjoyed steak quesadilla kinda mad cause gonna miss laker game
0,definitely missed listening spill canvas miss seeing live well quot now stitch ooooover oooover you oh quot
0,macabre hard believe dropped real nuclear weapon real japanese human http ow ly nru warisfucked
1,bribee lol funny love angel hehe
0,gloomy outside making sad miss sun happiness
0,memphianmallory traumatic even discus none yall here everyone left weekend
0,weekend bought lost odyssey yay however rrod ed second time
0,bogwhoppit aw yes week got asked return end wish bought me never mind
0,wish work today
0,krista watson can t weekend sorry steph working
1,dougiemcfly god peppermint mocha frappachinos amazing addicting
1,shannongrissom grannypig followfriday thank you still even close gottalaff
0,katebuckjr sorry reach either url
0,latinamarie ruddy manageress nd bad job her never find good place beyond cut
0,working graduation shame
1,spumante hahaha yes
1,donnyosmond excited booked ticket vega we live uk can t believe price show ticket
1,last night fun w lightening thunder today s
0,pm friday night going bed pathetic
1,currently enjoying work bank holiday frasier jeremy kyle far enjoy extra day tweeter
0,mileycyrus yeah isnï¿½t prom germany although school almost everywhere same
1,punnie use it heard powershell nice
0,tommcfly sweet england becoming lamer lamer since guy left
0,cuterain following follower not nice
0,greco trying think that
0,want burrito still minute work
0,sitting around fuck all tired
0,lovin clean shaven mr flower look young reminds getting old
1,darrylep lol splurge chocolate then plan splurging little tomorrow
0,sweet pea darn think journey like really
1,amoonchilde thank you tomorrow b day too tease mom tell mother s day gift
0,cchiron well a see blah blah blahing much yep forgot sorry but i m here
0,sheistheemily pq vc nï¿½o pediu amor
1,iloveicetea haha it good luck babe amp upload photo ya
0,wish here babe
0,jackalltimelow wish could go melbourne show parent let cry
1,last montday s award ceremony http twitpic com jkvl
0,ste feel pain hayfever forgot take mine yesterday again
1,happy mother s dayy andd rest fabulous mommy s
0,waiting denver game come on dont think gonna win lakers suck lol p
1,hunabku swine flu victim unite http oinkflu info
0,meant mama
0,sad going miss seeing pennywise year
0,puffffy leavinggggggg nooooooooo
1,ooh lovely ridiculous amount revision left
0,sad cuz mommy leaf indy today
0,ladylogan wish could but work on
0,happy grey s day everyone oh miss grey s
1,littlefletcher oh yeah haven t seem age got watch soon thanks reminding me
0,drat land boot died once think boot like parsley one going seed first season now
0,oh usual warn new follower tend over tweet canuck game apology advance
1,live long prosper fb
1,catboy dubai enjoy sound idyllic geordiebird lost bikini perfect holiday
0,robertsemma reply none fan know trust
1,woo hoo happiness score apparently over the top happy considering week had
1,got done working nate today got another yippee going vacation next week brave calc own
1,better come time count else bam
0,davederoo hardly furniture shipped know backordered may cancel shop local
1,little one s cast taking beating starting show wear tear le week active
1,nighty night twit tty morning
0,co worker s last day going miss
0,emo moment said good bye best friend ever meet sure
1,grentone specific question let know always good writing stuff well fun
1,well interesting attempt commute work exactly plan end though great
1,ordered cuuutest invitation new nieceï¿½s christening arrived back sa sorry wont make
1,good morning every gorgeous n im stuck work wish home chillin out hopefully tha day go quick doh
1,courvidloveeva fc back dear
0,want go home senior
0,work tonight get paycheck
1,possessed beyond certainty made rite decision
1,gericaquinn yay feel loved creepy follower
1,excited summer steve winwood eric clapton eagle death metal ahhh dead weather
1,finally going bed woo hoo gotta work am lot love all
0,miss old ha ha can t tell person s name
0,obviouslb bow try sometimes hard
1,nina s high hanging ninah taylor day theyre awesome getting go home tomorrow see mom nina s low nada
0,terryronald close think running long still chance see it
0,gonna miss thick blood next friday
1,watching everything illuminated dreaaaming lt
1,saw hannah montana movie today best awesomeeeeee hannah miley rock lol
1,sweetdee peanut butter soup amazing everything else soup higher form amazing
0,weather ugly n l a really cold
1,danosphere beautiful mn day stuck inside playing zelda gotta play least hr today
1,simoncurtis haha your hotter justin timberlake
1,citycynic sound good me cleaning cynic order haha good night talk tomorrow
1,spending qt hubby
0,gosh freakin bored talk me
0,early ish night tonight overtime work tomorrow boo working saturday
0,want leave
1,guinness got new toy mom dad house hooray free stuff
0,biggabx yes fair lol
1,loris sl happy sunday
1,lilabiem hahaha well would smack that hahaha big banggg
1,im fed up
0,cried way final episode er previously er documentary it
1,rachyzilla still infamous liverpool store manager helped set said awesome y
1,hollie steel bless her go dreambears lt hahahahaha
1,retweet others good tweet least day get involved thing twitter
1,one s child the child world again say happy mommy day
0,panera eating bacon egg cheese coffee http twitpic com jip
0,nicholasxjonas disappointed
0,miss bed sleepy
0,reyt fancy valentinos worst time considering can t
0,dhughesy me oh wait wrong state
0,work day tomorrow followed date tit jayden gave mom mother s day gift midnight cried
0,mac user completely given google chrome
1,hitechhall love site hoot really enjoy hair cut thailand always try time ir right thanks tip
1,joshwaleigh walk home look amazing
0,undeniable truth suck talking people good making connection come either strange distant
0,sodakan sorry hear wait list
0,suprisingly okay possibly still drunk goodbye suck though
1,got paycheck april bonus b deposited day rest gotta wait til mon
1,well goodnight twitter bug sleep well
0,flyaarmy aduvall flyingphotog foxwhisperer brief interruption brb goodnight catch u later gotta ck something
1,mood way much fun lol love dance techno lt life love stress amp amp set back lt gnite
1,celestialq good let s go get done www hennesseyblack com
0,agree work gorgeous day
0,crap lost game time today day history lostthegame blame meekakitty
1,thankful rain garden kid starting gardening lapbook thanks heidi http www lapbooklessons com
1,mom came home finally got guitar strap yay
0,teeeeeeeeeeeeeth hurt lot mall funnn today made dolla better nothing right hehe
0,smell like beach job
1,quirke wish still around litter azalea caught dd back yard bunny lap
0,yea baby im gonna miss much
0,jwray lakers baby lakers miss game tmwr work keep posted please
1,jonathanrknight btw still can t believe awesome newjabbakidz performance wa u mask i screamed pc
0,exprincess http twitpic com sniff feel left out grin
1,lopps ohh cute fishing peaceful daughter look focus
0,knew listening miley cyrus morning bad idea
1,vinnipukh give hug see tell say hi
0,kayleigh stack wish could go think allowed p either way two show going bound get ticket
1,mitch iso too adorable could tell pressure got her
1,work happy mother s day
0,busy work today it interferring socializing
0,fyi ruin hollywood closed last friday closing night
0,hi anybody else problem karma site working
1,fishieee haha gross time come back tell yum vancouver malay spot soon go indian
1,finally eating unagi saving while udon agh realized band playing bear garden today one like
0,cashric miss u ceddy
1,saw fiddler topol girl looooved it next month annie th row can t wait trip music store fiddler sheet music
0,morethanfine wish could make quick trip la july miss la
1,jwdilla glad fun babe
1,jami hirsch thanks follow wish plan open shoppe tc economy turn
1,jason manford awww thats lovely thing u say u manchester x
0,wanna watch quot up quot badly
1,beautiful day hangin guy graham josiah lol waiting others wanna stop come food
1,watching alien boobie craig rise house early bedtime grown ups
0,good friend lt miss much
0,getting ready school reading what s going set montepulciano practically cry cause
1,finish book quot nudge quot going write
1,stevebrown noo good guy better x
1,datadirt hahah okay thanks short explanation
1,vengenz lovely attempt poetry
0,ivansharris hey go last night expecting see broadway
1,bb mespptc yeah okay icing ace bandage sitting twitter lol thanks
1,rowansong fantastic
1,grilled chicken broccolli water yummy healthy well put butter veggie whatever
1,timlichfield alreet chap awesome time n congrats recent result
0,melroze kno im sad evry leavin horrible im supposed b happy summer cant ima miss evry
1,iamkhayyam haha came home long night out saw tweetie khayyam wakil usually announce shit lol
1,helping ex student uni assignment via skype gotta love connected world sudying game design even better
0,starving diet killing can t eat pm
0,see tinyï¿½s thinking thought smile caught radio big daft grin face
1,need break need kitkat haha
0,jclayville feel pain lived apt mo previous tenant cat burning eye tight lung gregg
1,petespencer yeah we say shite alot here say shiiite rhyming light
0,walc er ready cry going long day reminiscing
1,marshacollier indeed excellent movie
1,hello everyone im sitting rocking sam air best classic rock station twitter
1,watching jay leno s nd last tonight show gone day without leno like four years
0,watched favorite movie quot a walk remember quot romantic sad love
0,okay lied meant time next week sooo much longer miss mommy
1,happy mother day u milfs there
1,anyone excited harry potter like am damn twilight postponed first love oh well find hai chai
1,ready celebrate weekend oh wait minute
1,miss concert tuesday already really like time machine go see again fun
0,sanda ummm sure miss ya ll alot too think know meant
0,beautiful night im stuck inside feelin ill instead crazzzzzzzy as party
0,feeling pretty energized amp ready face day w only hour sleep hope last day
1,oh joy gong long weekebd yipee â¡
0,need follower
1,starting video editing first spanking movie mina added next update
1,inthebattle really cute one favorite
0,sad friend everyday long as time
1,tommcfly wishing could sï¿½o paulo show fortunately went brasilia one haha
1,joannarobbins spot on i tweet without it thanks share tonight
1,time bed got learning tomorrow early start night night good people xxx
1,can t wait day till happiness
0,fighting mum mother day
1,happy star war day lol may force strong all
0,ti died know why
0,solangeknowles proud solange
0,cancel wow
1,kiitzyy think hahah geez lady hour ago go bed lack sleep bad skin
1,learning play sweet child mine guitar yay
0,can t find jewellry dress
0,itstrizunigs actually web work fine tweetdeck seems culprit sadness done two diff location
1,ashleytisdale ahhh sooo happy ashley tisdale germany oberhausen show tv o clock
0,wish could go meet middle tomorrow
0,guilty awww that s him nice attempt hiding camera
0,angelica yo lol wow dawg sound like playing feel bad haha
0,ayebloodyright taking soul friend family watching die nightmare trust
1,may th today round weekend one session happy th y all fintster
1,helping devin photo studio sitting back sipping green apple martini watching assemble everything
0,concert tonight chackin coming tomorrow
0,missed getting quot twilight quot jacket modcloth man wish long monkey arm could gotten l instead
0,suzyqbee say feel mama tucking night lonely getting by tomorrow tough
1,fuelbot hahahahahahahahahahahahaha could interesting
1,good morning world another wonderfull day starting breakfst champion kid ofcourse
1,jtimberlake went resteraunt nyc aaaaaaaaaamazing
1,aceconcierge glad got safe amp saw daughter enjoy time there
1,catrionat yes yes is ima guna lol
0,still white despite age sun
1,great weekend glad sunny today
1,wishing warped tour came london canada
0,ran outta bathroom pass maybe mr french nice today
1,http twitpic com wff got pretty sweet sticker refyousuck
1,ok samcarterrules saw u joey thought u looked interesting like thing sanctuarysunday
1,got home another wonderful night
1,sex beach cosmo kamikaze captain america ahhh fun night still over
0,surgery effin hurt
1,mjcatz thanks let know print gallery would like work detail
0,ready weekend sad office tomorrow morning
1,delicatelyreal looool ana vote ag ele yeleni taqaod
0,last class scott julie today going miss them bought bottle champagne congratulatory gift
0,kurttheobald problem unfortunately think something sort own
0,hookedonwinter picture make thristy everyday
1,happy star war day every one may fourth you
0,wholee aaron playing gig life aquatic party outside austin think mi tt bday party sadly
1,buffalokid thanks feedback surreal life surreal oil
0,sad discontinued sesame tofu salad trader joes
1,here s euan stoweboyd evening drink thursday night london http twitpic com wrrp
0,got back from ahem meal wa boring eat nonetheless
1,amazing brand new pari neb broke go figure weekend look like getting another one next week sigh
1,hanging school last day senior
1,scalzi happy frickin birthday try bitter sharing day lovely wife mother there
1,feeling happy despite amount work need today happy time
1,finally back dinner party fun alice wine proposed we re getting married next week may th
0,lrntoswim thx followfriday afraid remiss blip lately
1,one all time favorite episode quote officeus http bit ly armj
1,jonbongato haha interesting haha
0,lilivonshtupp rather go matinee work still debating whether go co going alone fun haha
0,ready go work now cannot bothered
1,exocetau always champion league party ti awesome
0,well thats then exam failed bsc gone
1,always get really excited steal kiss ben harper come ipod great song love beat boxing beginning
1,brokenromantic haha malamang one chef
1,realhughjackman absolutely amazing wolverine sooo beautiful also amazing person look u
1,sleep time big little lunch tomorrow olive garden
1,debpenner deb looking forward exploring simple ology mark joyner back hour
1,trswift yep meeeee awesome hahahha
0,seen muffin two whole day
1,got back footy thankgod eagle
1,hanging kevin tomorrow go productive
1,yay poker win sketchy student decided show today lawl
0,mcfonalds roulette lose forgot mygrilled snack wrap
1,jy looking forward mandarin album hope come singapore
0,paid bill money
1,still up thank praying ahahaha watching britney record school today good day
1,zaragreen problem keep comin
0,warhammer k space marine officially announced p luck pc gamers
1,jonathanrknight awww sweetie hope mom wonderful mother s day
1,sun waking up beautiful day
0,listening joeymcintyrye s without love he tortured song make sad
0,lauriedriscoll finish twilight did wish wasnt
0,work bored mind
0,deevazquez lol offering case guiness one her buy two stay let s start bidding war
0,ended face face bear driving home evening sadly took wood hauled cameraphone
0,damn raining
1,pegel cape ya keliling kuil but totally awesome wa amazed temple culture ambience truly amazing thailand
0,misscaseyb know mean rain suck
0,dayna aka rowan could talking he s probably though
0,columbus blue jackes may movieing anew city play thats sad news
1,ahh sunshine deleted spam email day bbq sun wonderful
1,enjoying quot gear war quot pc game really gooooood
1,starbucks lovin
0,gavinholt wish outside
0,mind playing trick me or could be either way ish mind heavy sleepy
0,dammit cant watch stadium music
1,finally going home long night ready crash awesome dream
0,well guess heading la weekend doubt get go p blog meet greet
1,first sleep spending day mom since mother day all might even chinese
0,thesvillenews http twitpic com kb sad day great guy enthusiastic teacher
0,apparently degree kilkenny now comedy would great remedy boredom hell leave kilkenny
1,paceyy yeah know thing would much easier way bored boy playing tekenen i can t spell it
1,balmeras weekend quiet planning new website today research choosing hat coffee hat sound good though kettle
1,quot dream better world coming quot someone could live word dude
0,kelleyviolet suck thundering here getting ready shut down
0,richardmadeley oh final msg review boardgame bookchaseï¿½ telly even get nice letter
1,gps post prom
1,idmoore enjoy day too prob see u top glyders pint me gotta drive straight back got dog stuff sunday
1,nizhonipetphoto wannna go wanna go anywhere jersey
0,food house sugar ant
0,say quot we close quot mean quot come quot ffs people also rip polly
1,thaboyophicial good eatin hey follow son pzy
0,oh also here s clip new moon trailer can t watch cuz work http bit ly wxal
1,fallenstar got that s following feel special
1,jessums yup working recover anything though
0,nooo ill must paracetamol nice weather today though
0,aw zach feeling well hope get better babysitting canceled
1,williamfdevault sent twitter invite poet friend hoping come poetize would love see poet poet
1,got bunch present mail mama excited open birthday day
1,hope coming piggy flu eye red neck longer hold heavy head time sleep sogni d oro all
1,tatylicious hey chick going ja pick hot guy eat jerk pork festival well already hot guy
0,work mad blocking site fun blocking facebook twitter amp youtube
1,passed driver test drive oh wait turn till october
1,sweetlilmzmia thanks song youï¿½re awesome sing along day
0,jayceiinc im disgusted well baron spelling lesson homie haha quot effort quot quot team quot r u shwasty shloshed love
0,feeling really dizzy soo good
0,sickk tomorrow disaster get better
1,getting ready go read pray go bed enjoy rest night
1,jbcp separate desk computer side room short divider but thinking need extend ceiling
0,rawrrgasmic dreary monday morning slept like crap give break
0,ugh hungry scarfed lunch even thought take pic feastfriday
0,leslie pearlman mow love mow
1,lmao ummmm nothing
0,danielradcliffe snitchsneeker photo cool but dang what s comment chest hair that s creepy
1,missxmarisa scone afternoon great gonna make cupcake week wednesday
0,ankurb english screwed overall percentage x xii probably adm test too shit happens
0,wal mart orientation it s work seriously this suck
1,safig lol wat vibe doin atlantic amp where s ur shirt twitter pic lol
0,alexandergwhite daaammmnnnnn wish there
0,brran really suck think might cry skipped anything important have comp getting disposable
1,rliversidge great stuff can t wait hear it
0,tryin fall asleep work
0,exhausted hour work week
1,going church morning happy momma day almost
1,kat haaa awesome remember brother got given woody got upset cause got buzz got lmfao
1,done positive affirmation back japanese yay bank holiday monday
0,mouth hurt wish could cut head
1,every mom mommy mother happy mother s day hope something special fun today
1,tferthomas thank you
1,ice skating last show part morning mozart awesome can t wait friday saturday love u
1,beautiful stay inside
1,dayteed cool linux
1,codingvictim nice back
1,caldjr yeh
0,know neck jacked forced pay parking bc can t turn head parallel park free space
1,sentimentalizzy lady water pure b remember enjoying film
1,susiecheng need simple reminder thx
0,jowork oh gon com back again and yo azz betta make vid yo prom boy
0,spanish crap
0,valholla that s sad kind mess getting weekend
0,oh darn lost another follower
1,hungrygirl that s bad movie s really pretty good scared away even people costume
1,babyexpat commercial shoot tokyo much time play quick dirty
1,tuffyr cute manly cute course reminds scion
0,cried eye watching girl last period hahah
1,xennyeh fuck yeah dude would ask wa already fucking know how re you
1,indiepixie omg roach room first time ever apartment today hope patricia luck next
0,phillyreds sad true
1,alhamdulilah got accepted nafa
0,uwbadgerkelly chip sale w o
1,happy happy joy joy good enough
1,rikmach yeah remember hug
1,perfect show you enjoy
0,wrote lyric new song exciting i slept full stomach worst feeling waking still feeling full euggh
0,plan evening dinner shopping dress shirt watching up going bed plan saturday funeral friend
0,think getting cold
0,head hurt
1,parentbynature lovely
0,nanaimo day missing son already havent even left yet
0,damn wish botcon everyone
1,jasonbradbury addicted sociable
0,babysitting dog they place
1,oh happy day nice weather smiling happy baby icecream later
0,gained lb wish could afford something top ramen job
1,xoshattered missed you today greatest day ever im burnt shit lmfao nice tan ride hr lt
0,scrapshoppeetsy rt heart past day etsy boo hoo totally
1,vacation over looking forward next one
0,thank google adsense payment aussie dollar strong
1,got home another amazing night
1,yehey summer exciteeeddd balme a a a a a alcohol
0,demi super girl like french fan
1,yum whole box cooky
1,making margarita watch milk good time
0,watermelon haha twitter hard though it
1,slice pizza movie star trek shared hot fudge sundae sundae house saturday night date night
0,arundo donax puppy freaking adorable want let go fuzzypuppy
1,dw funny
1,djclichedarknes good homemade flour tortilla age
1,huhuhu still working get new client motion graphic
1,really really ready
1,saw new star trek movie good zachary quinto amazingggg
0,can t fucking concentrate damn heat cooler job
1,amazondotjon http twitpic com jcd whoaaaaaaaaaaa ryan see smile
1,welsh lottie one favourite pastime weekend long weekend monday ice show w g daughter
1,arielm happy happy birthday
0,dreary bus ride home im rubbing eye least spend day school hr well spent
0,laundry time lot it
0,trying fix sister s ipod phoenix tomorrow morning am hopefully actually get play tournament stupid fence
1,pink ur show r amazin keep x
0,infobunny ouch realising sheltered upbringing wa
1,latest saw animal collective oakland amazing now trying clean room
1,recollecting jog a m almost perfect except unkown type hanging vehicle much mental noise mile jog
1,takaki i yeah poor yao hope u fun looking lakers jerseyz haha enjoy ur time buddy
0,wish didnt go work tonight
0,phone stubborn think gene something
0,sooooo dropped phone text tweet me currently banging face spike covered poison ivy infested wall
0,want join live michigan
0,hate watchn thing make sad n wana cry
1,fixxatedstar aww thank soulmate haha
0,jmorgan getting another one there s alfie
0,eshsomajor dare u love making made email im stranger u never replied
1,looking website working
1,happy juddday
1,rocknrollqueene loretta aston welcome twitter let know question would love help
1,love rain im golfing
1,starbucks
0,filming carnival music video reminds cherry festival used go back home ahhh memory
1,timdifford ohhh beautiful place hols go steady mead
0,chocolovere feel way every day
0,well glorious weekend bloody raining nice bh order then
0,emo zaboo ok hurt abit thought good job rude people could understand x
0,booo meanie victoria teasing piece cheese http twitpic com rt
1,joined twitter hiya world
1,water horse movie totally making want go scotland want water horse lol
0,going miss reemer couple month tour
0,rebeccanavarro banditta sorry back food calling name lol all good hi sorry said sooner lol
1,yay dad agreed pay tuition equipment yipee till nxt jan tho
1,iampritty oh outside glad see melt
0,shaniquadenise sooo lucky fiance away w the marine corp haven t even seen yet
1,super massive sandwich mom made last night ohh yummy btw happy mother s day mom
0,erica know right
0,car broke down time start looking getting another one thing another
1,right need breakfast let s see make tweeting thinking bloke multitasking lol
1,rosehwang good evening rose
0,charlies roastbeef mostaza manejamos wtf
1,staring sunshine office window
1,david n wilson c mon like superpower explanation better lol
1,last day last time visit parent unmarried woman http bit ly moqn
0,sad christian lacroix file bankruptcy
0,anothrstupidkid lucky bed ice cream sore couch cardboard
1,go work tomorrow good time revision though
0,bye bye edinburgh want leave
0,hypernyck get ticket picking lookin slim soo prob
1,think im becoming obsessed mgmt kid lt
0,wish outside thats thing thats gonna kill work day everyday summer
1,watching cavs
1,ahh saved mowing lawn rain plenty time go kayaking blessed rain god
1,awesome day zoo yesdy gettin ready church yay
0,aweekes haha nope altho train back leeds booked hour early let change
1,kinda done trying ugh oh well worth effort long day tomorrow night tweeter
0,rumpelwald ne mus noch woche warten
0,way shreveport forget bad thing brought life
0,hub day parade of course cancelled castle show mid show
0,got back nom nom s favourite restaurant haarlem sad miss eating there food incredible
1,davidarchie ok david talk later great dayyyy ay ay ay ay
0,want hang play can t fiddle faddle workload
0,early wanna go back sleeep
0,ughh none apps working phone hate
0,yelyahwilliams alright really wish guy could ve done show tennessee now can t go one show
0,moro end stay grandma bad shes ny ft laud a weddin florida fun miss home spike car lol
0,wished didnt spend money last night
1,free unlimited ringtones http tinyurl com freeringring usa awesome iphone
1,think people would buy slap chop commercial like this http bit ly vqiuf
1,webanime tbaggins thanks following me
0,mummy cooking dinner missed everybody else ate feel lt d
1,today first mother day little boy hope beautiful mother day
1,washed clothing type xd woooo
1,listening dashboard confessional amp counting day varsityfc concert may th ashgoz
0,ceo inthemaking aw
1,http twitpic com jaw frog who s attacking chelsey lol funny
1,starting integrating twitter forexforums org look like great partnership welcome chat room tomorow day
0,beer garden ipod friday night shame got work tomorrow
1,nairtseuqe son one that s really nice know really good three dh late today
0,suziebee yes dear opff bblr
0,waiting aaron get town leave work booo
0,charter pissing off rest internet access blog except fixed soon say see
0,cat missing day freaking out
1,http twitpic com ymw gonna miss guy much thanks making year senior school amazing
0,feel like going toss cooky
1,seems like everyone u watching x men now feel like started revolution feel nice
0,interesting evening amongst homeless people venice beach last night wishing camera me model release
0,gym myself fun
0,bit tongue blood everywhere
1,yay go taylor swift come australia again
0,bye plurk muna back im done reading book http plurk com p rqc
1,woo hoo party here gonna fun
1,dannywood glad u could check u today keep touch
1,think gonna rain
0,gotta go going circus real circus britney s tour sadly
0,chapter probably monday still need comment
0,allergic hot wax
1,can t take feeling away me lt going lay amp watch movie
0,xoshayzers knoww thing samee lt
1,jojowright http twitpic com wf ooh nice score jojo
0,painful sound world cry someone love what s worse can t even hold say sorry
0,ugh tired
1,chearn thank make sure u read group description better understand project
1,ccr harris way two ten hour real ale take
0,swine flu temperature screening feel like criminal cold
1,met one nerdiest server chili s today lol awesome favorite
1,lar saw baby blue regal word quot slab quot written huge letter side hahaaaa
1,sun shining
1,back wingman great weekend
0,aw wee lassie made cry tear streamin doon face lol thats wee shame x
1,deversum good morning hazel caffeine shot
0,citygirllife ready weekend see flash flood warning around here
1,johncmayer haha humor make happy
0,biffbarker ohhhhh miss brunch
0,bgoldy sitting traffic trying escape campus feeling hellish
0,feel like crap
1,overall tonight s snl epic win
0,melissajeanine ew sorry zach
0,lozzyx noice realised exam week forgot whole week unit term thing
0,ghostexecutive bummer going try make it commitment afraid got way next time hopefully
0,shebababy rebroadcast last week pacquiao hatton fight plan night around it said much already
1,snarkandboobs lol liked log ride reference think think ride wet get
0,likewise buttahbrown better ask appreciate neglecting sir fresh
0,steffisticated recorded sent people obviously meant get there didn t feel bad
0,didnt get hug today
1,cutest cat moment video http shrt st ce enjoy
1,lovely day yesterday weather great stupid slapton
1,back best party ever
0,brittanytastic aww that s horrible xd
0,lesliein said bummed missed it sigh want go california
0,dont feel well got dentist appointment later
1,sadknob ok happy hear feeling fine
0,feeling rather peckish no dinner least hour wah
0,weekend went way fast way work david archuleta tow
0,decided can t stand guykawasaki s alltop spam longer
0,sorry gpgmail
1,jemambrose congrats highly doubt u ll buyer s remorse u ve wanted car while
0,hoe none
0,inlovewitharmy southridge moved week later cause swine flu think
1,happy star war day me s ja ja binks ha crappy day outside though ah well make bit motivation revise
0,empirebetty well tell marry like maybe that s stuck situation like
0,hate getting put steroid face
0,scarletty know suck master procrastinator guy much fun without
1,skip school way often rather proud actually
1,toasted baked bean sandwich red wine perfect sunday night dinner combination
1,happy pill punching bag here ive never touched it covered brother s sweat u use u want hehe
0,h themovie that s get writing halloween interview w danielle harris darn late contest
1,sashairene hahaha oh man please come pomona would love see everyday instead like year
1,sjsharksfan haha agree test dummy go say quot do whatever want quot always love it magic
1,ernalicious raerosero thanks homskis like christmas
1,dandineen uce pgce went leicester main degree though
1,getting ready leave school wednesday
0,concertjunkie quot i saaaaaaid quot haha kinda make sad though http bit ly ujua
0,one random phone call ever god kill now
1,kadambariyer thanks quick
0,loved one leaving sunday sad
0,one people wrong world blame people there great world living in shit
1,kmore yeahhh thx figured
1,heading xtra vision get part season csi miami baby
1,noticed wellwood teeth tonight that s nice
1,im nd aww thanks
1,thanks much everyone came speakeasy last night hit wonderful see fun june awesome
0,ugh beat stupid song get next rude
1,donniewahlberg sound like great night glad successful
1,georgiaprincez like enjoying hell it
0,deviantlysweet neat hearing u kiddshow today wish
1,woke up annnnd realised missed un uber sunny day score
0,ever told absolutly hate writing email status pdates fine email much finality to
1,watching snl awhh chris pine cutieee
1,ate foot long subway like hour ago omg happy full ate since b fast happy li
0,hip wide rock mario kart short bone structure year old boy
0,getting back swing still sore surgery tired coffee time
1,azmomofmanyhats rocknrod gailelaine sarahstanley good morning pretty outside today
1,paris till friday
0,ready
0,tired sad
0,mind sunshine walk you summer
1,halden thank you
0,scene slut am always shit
0,iigghhtt fur geet it idc idk eh blah ugh blah idk hah um yah immboredddd ugh ill fuckitt
1,missxmarisa hahaha massive compared others sweet scenie
0,favorite shirt ruined death bleach fb
1,new baby arrived yesterday fab baby boy kilo proud happy
0,totally toni one day today also
0,rose city siren uber cool last night wish could stayed longer
1,happy starwarsday may th you everyone dxs paintball
1,philosophy final today thank sportygirlie day now
1,aprilllllx hey girlie
0,damn sunburn hurting jack whitehall mmmmm
1,andytaylorsonic yey holiday monday uk today chilled day
1,csi printchick exactly thats first time saw reply jon never going again oh fun new phone
0,trash repops getting tomorrow night suppose
1,got new prom dress
1,made best turtle ice cream pie everrrrr btw happy soon be mother day
1,whitneyeve love new hairdo haha live ny too yeah really hott
0,lame deland favorite people
0,xkirstyxo basket case mine miss it going listen shit load
0,tired but can t go bed yet
0,miss mom quot may angel lead in quot
1,interesting night defiance say least hey got guy doll free
1,omg meant realhughjackman lt perfect wolverine sir hehe
0,katieeeian missing devil wear prada sad
0,geminianeyes didnt research traffic beautiful system twitter approx msg second mine grab msg sec
1,yay go wyattt totally amazing im happy you yay
1,fucked damn lucas czech republic beer taste like heaven bottle amazing
1,cheergod yeah tell ha ha
1,today fun lt meeting boardies acoustic set soo phenomenal
0,realised able talk crazy cat sunday sad now
1,raverjono good good could then o
1,square will thanks
1,hey let s follow other awesome
1,always xtra cleaning b leaving da road springhill suite cafe yum
0,finally friday still grounded till next thursday stereo life lt
1,aliciawag hehe nz magical place earth
1,vieirasboots fine thanks guy dont quake there
1,work thanks dear neighboor also gave coffee needed it best
1,tessneale suppose blog post could u email
0,cold wish shelby say tattoo cuddle
0,dannymasterson miss s show
0,missin boo
0,god can t asylum really never get anything cool
1,finally plugged listen flashpoint http www kpfa org shoutout norabf missed segment chevron
0,outta ofc til monday grand kinda bummed b c genuinely sick there s nuthin gt
